town,flat_type,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,resale_price
BUKIT BATOK,5 ROOM,BT BATOK ST 21,16 TO 18,149,Model A,1985,750000
BUKIT BATOK,5 ROOM,BT BATOK ST 24,04 TO 06,122,Improved,1998,583000
BUKIT BATOK,5 ROOM,BT BATOK ST 24,16 TO 18,121,Improved,1998,655000
BUKIT BATOK,5 ROOM,BT BATOK ST 24,10 TO 12,121,Improved,1997,602888
BUKIT BATOK,5 ROOM,BT BATOK ST 24,10 TO 12,120,Improved,1997,600000
BUKIT BATOK,5 ROOM,BT BATOK ST 24,07 TO 09,121,Improved,1998,630000
BUKIT BATOK,5 ROOM,BT BATOK ST 25,13 TO 15,119,Improved,1997,625000
BUKIT BATOK,5 ROOM,BT BATOK WEST AVE 2,07 TO 09,130,Improved,1986,490000
BUKIT BATOK,5 ROOM,BT BATOK WEST AVE 5,16 TO 18,110,Improved,2005,609250
BUKIT BATOK,5 ROOM,BT BATOK WEST AVE 6,04 TO 06,115,Premium Apartment,2017,765000
BUKIT BATOK,5 ROOM,BT BATOK WEST AVE 6,31 TO 33,112,Premium Apartment,2017,871000
BUKIT BATOK,5 ROOM,BT BATOK WEST AVE 6,04 TO 06,120,Improved,1997,580000
BUKIT BATOK,5 ROOM,BT BATOK WEST AVE 6,10 TO 12,112,Premium Apartment,2017,755000
BUKIT MERAH,3 ROOM,BOON TIONG RD,37 TO 39,62,Model A,2016,723000
BUKIT MERAH,3 ROOM,BT MERAH VIEW,16 TO 18,65,Improved,1983,380000
BUKIT MERAH,3 ROOM,BT MERAH VIEW,01 TO 03,65,Improved,1983,343000
BUKIT MERAH,3 ROOM,BT PURMEI RD,01 TO 03,69,New Generation,1983,340000
BUKIT MERAH,3 ROOM,BT PURMEI RD,04 TO 06,73,Model A,1984,400000
BUKIT MERAH,3 ROOM,DEPOT RD,01 TO 03,67,Model A,2017,510000
BUKIT MERAH,3 ROOM,HAVELOCK RD,28 TO 30,69,Model A,2013,678888
BUKIT MERAH,3 ROOM,HAVELOCK RD,34 TO 36,69,Model A,2013,720000
BUKIT MERAH,3 ROOM,HAVELOCK RD,10 TO 12,64,Standard,1969,345000
BUKIT MERAH,3 ROOM,JLN BT HO SWEE,04 TO 06,62,Standard,1970,380000
BUKIT MERAH,3 ROOM,JLN BT MERAH,07 TO 09,59,Improved,1975,308000
BUKIT MERAH,3 ROOM,JLN BT MERAH,01 TO 03,63,Standard,1970,270000
BUKIT MERAH,3 ROOM,JLN BT MERAH,10 TO 12,67,New Generation,1981,350000
BUKIT MERAH,3 ROOM,JLN BT MERAH,07 TO 09,82,New Generation,1979,405000
BUKIT MERAH,3 ROOM,JLN BT MERAH,04 TO 06,67,New Generation,1979,322000
BUKIT MERAH,3 ROOM,JLN KLINIK,01 TO 03,59,Standard,1971,318000
BUKIT MERAH,3 ROOM,JLN KLINIK,01 TO 03,68,Standard,1971,350000
BUKIT MERAH,3 ROOM,KIM CHENG ST,01 TO 03,88,Standard,1973,690000
BUKIT MERAH,3 ROOM,KIM TIAN RD,37 TO 39,62,Model A,2013,661800
BUKIT MERAH,3 ROOM,LIM LIAK ST,01 TO 03,75,Standard,1973,678000
BUKIT MERAH,3 ROOM,TELOK BLANGAH CRES,04 TO 06,65,Improved,1975,275000
BUKIT MERAH,3 ROOM,TELOK BLANGAH CRES,01 TO 03,66,Improved,1983,335000
BUKIT MERAH,3 ROOM,TELOK BLANGAH CRES,01 TO 03,65,Improved,1975,280000
BUKIT MERAH,3 ROOM,TELOK BLANGAH CRES,07 TO 09,66,Improved,1983,360000
BUKIT MERAH,3 ROOM,TELOK BLANGAH DR,07 TO 09,73,New Generation,1978,433000
BUKIT MERAH,3 ROOM,TELOK BLANGAH DR,10 TO 12,82,New Generation,1978,480000
BUKIT MERAH,3 ROOM,TELOK BLANGAH HTS,19 TO 21,68,Model A,2017,636000
BUKIT MERAH,3 ROOM,TELOK BLANGAH RISE,04 TO 06,59,Improved,1976,340000
BUKIT MERAH,4 ROOM,BOON TIONG RD,25 TO 27,92,Model A,2016,991000
BUKIT MERAH,4 ROOM,BOON TIONG RD,13 TO 15,100,Model A,2005,868000
BUKIT MERAH,4 ROOM,BOON TIONG RD,01 TO 03,100,Model A,2005,768000
BUKIT MERAH,4 ROOM,BOON TIONG RD,04 TO 06,87,Model A,2016,908000
BUKIT MERAH,4 ROOM,BT MERAH VIEW,04 TO 06,88,Improved,1973,480000
BUKIT MERAH,4 ROOM,BT PURMEI RD,04 TO 06,104,Model A,1984,546888
BUKIT MERAH,4 ROOM,DEPOT RD,04 TO 06,92,Model A,2017,746800
BUKIT MERAH,4 ROOM,HAVELOCK RD,13 TO 15,94,Model A,2013,860000
BUKIT MERAH,4 ROOM,HENDERSON CRES,01 TO 03,80,Standard,1970,440000
BUKIT MERAH,4 ROOM,HENDERSON RD,40 TO 42,93,Model A,2019,980000
BUKIT MERAH,4 ROOM,HENDERSON RD,37 TO 39,93,Model A,2019,960000
BUKIT MERAH,4 ROOM,HENDERSON RD,13 TO 15,93,Model A,2019,860000
BUKIT MERAH,4 ROOM,JLN BT MERAH,01 TO 03,107,Model A,1997,610000
BUKIT MERAH,4 ROOM,JLN MEMBINA,19 TO 21,90,Model A,2003,845000
BUKIT MERAH,4 ROOM,JLN MEMBINA,01 TO 03,90,Model A,2003,720000
BUKIT MERAH,4 ROOM,JLN MEMBINA,01 TO 03,85,Model A,2008,670000
BUKIT MERAH,4 ROOM,JLN MEMBINA,07 TO 09,90,Model A,2009,750000
BUKIT MERAH,4 ROOM,JLN MEMBINA,13 TO 15,91,Model A,2003,775000
BUKIT MERAH,4 ROOM,JLN MEMBINA,10 TO 12,92,Model A,2003,730000
BUKIT MERAH,4 ROOM,JLN MEMBINA,07 TO 09,85,Model A,2003,700000
BUKIT MERAH,4 ROOM,JLN MEMBINA,07 TO 09,85,Model A,2003,725000
BUKIT MERAH,4 ROOM,JLN RUMAH TINGGI,04 TO 06,99,Model A,1997,638000
BUKIT MERAH,4 ROOM,KIM TIAN RD,19 TO 21,93,Model A,2013,820000
BUKIT MERAH,4 ROOM,KIM TIAN RD,13 TO 15,87,Model A,2003,720000
BUKIT MERAH,4 ROOM,KIM TIAN RD,13 TO 15,87,Model A,2002,720000
BUKIT MERAH,4 ROOM,KIM TIAN RD,19 TO 21,93,Model A,2013,848000
BUKIT MERAH,4 ROOM,REDHILL CL,25 TO 27,85,Model A,2001,728000
BUKIT MERAH,4 ROOM,REDHILL CL,16 TO 18,100,Model A,2001,768000
BUKIT MERAH,4 ROOM,REDHILL CL,01 TO 03,100,Model A,2001,650000
BUKIT MERAH,4 ROOM,REDHILL CL,25 TO 27,100,Model A,2001,790000
BUKIT MERAH,4 ROOM,TELOK BLANGAH DR,01 TO 03,92,New Generation,1978,480000
BUKIT MERAH,4 ROOM,TELOK BLANGAH DR,10 TO 12,92,New Generation,1978,530000
BUKIT MERAH,4 ROOM,TELOK BLANGAH DR,04 TO 06,98,New Generation,1978,500000
BUKIT MERAH,4 ROOM,TELOK BLANGAH HTS,13 TO 15,92,New Generation,1978,518000
BUKIT MERAH,4 ROOM,TELOK BLANGAH HTS,01 TO 03,93,Model A,2017,765000
BUKIT MERAH,4 ROOM,TELOK BLANGAH HTS,10 TO 12,91,New Generation,1976,475000
BUKIT MERAH,4 ROOM,TELOK BLANGAH HTS,01 TO 03,93,Model A,2017,713000
BUKIT MERAH,4 ROOM,TELOK BLANGAH HTS,13 TO 15,91,New Generation,1976,565000
BUKIT MERAH,5 ROOM,BT MERAH VIEW,10 TO 12,132,Model A,1996,962888
BUKIT MERAH,5 ROOM,CANTONMENT CL,01 TO 03,110,Improved,2002,840000
BUKIT MERAH,5 ROOM,CANTONMENT CL,13 TO 15,110,Improved,2002,985000
BUKIT MERAH,5 ROOM,JLN BT MERAH,01 TO 03,119,Improved,1979,577500
BUKIT MERAH,5 ROOM,JLN MEMBINA,10 TO 12,110,Improved,2009,985000
BUKIT MERAH,5 ROOM,JLN MEMBINA,28 TO 30,110,Improved,2003,980000
BUKIT MERAH,5 ROOM,LENGKOK BAHRU,10 TO 12,122,Improved,1986,740000
BUKIT MERAH,5 ROOM,REDHILL CL,19 TO 21,126,Improved,1995,888000
BUKIT MERAH,5 ROOM,REDHILL CL,04 TO 06,126,Improved,1995,858888
BUKIT MERAH,5 ROOM,TELOK BLANGAH CRES,04 TO 06,120,Improved,2002,750000
BUKIT MERAH,5 ROOM,TELOK BLANGAH DR,07 TO 09,118,Standard,1978,700000
BUKIT MERAH,5 ROOM,TELOK BLANGAH DR,19 TO 21,115,Standard,1978,708000
BUKIT MERAH,5 ROOM,TELOK BLANGAH HTS,16 TO 18,117,Standard,1978,730000
BUKIT MERAH,5 ROOM,TELOK BLANGAH RISE,16 TO 18,117,Standard,1976,695000
BUKIT PANJANG,3 ROOM,CASHEW RD,07 TO 09,73,Model A,1988,380000
BUKIT PANJANG,3 ROOM,FAJAR RD,01 TO 03,68,Model A,2015,350888
BUKIT PANJANG,3 ROOM,FAJAR RD,04 TO 06,68,Model A,2015,375000
BUKIT PANJANG,3 ROOM,GANGSA RD,04 TO 06,64,Simplified,1988,320000
BUKIT PANJANG,3 ROOM,GANGSA RD,07 TO 09,73,Model A,1988,365000
BUKIT PANJANG,3 ROOM,GANGSA RD,01 TO 03,73,Model A,1986,342000
BUKIT PANJANG,3 ROOM,PENDING RD,10 TO 12,73,Model A,1988,353000
BUKIT PANJANG,3 ROOM,PENDING RD,01 TO 03,73,Model A,1987,339000
BUKIT PANJANG,3 ROOM,PENDING RD,10 TO 12,73,Model A,1988,352888
BUKIT PANJANG,3 ROOM,PETIR RD,01 TO 03,64,Simplified,1989,300000
BUKIT PANJANG,3 ROOM,SEGAR RD,04 TO 06,67,Model A,2015,375000
BUKIT PANJANG,3 ROOM,SEGAR RD,13 TO 15,67,Model A,2014,375000
BUKIT PANJANG,3 ROOM,SEGAR RD,04 TO 06,68,Premium Apartment,2012,382000
BUKIT PANJANG,3 ROOM,SEGAR RD,13 TO 15,68,Premium Apartment,2012,389000
BUKIT PANJANG,4 ROOM,BT PANJANG RING RD,10 TO 12,104,Model A,1988,430888
BUKIT PANJANG,4 ROOM,BT PANJANG RING RD,01 TO 03,102,Model A,1997,368000
BUKIT PANJANG,4 ROOM,BT PANJANG RING RD,10 TO 12,90,Model A,2002,460000
BUKIT PANJANG,4 ROOM,BT PANJANG RING RD,07 TO 09,103,Model A,1989,460000
BUKIT PANJANG,4 ROOM,BT PANJANG RING RD,07 TO 09,104,Model A,1988,450000
BUKIT PANJANG,4 ROOM,FAJAR RD,10 TO 12,93,Model A,2016,508888
BUKIT PANJANG,4 ROOM,FAJAR RD,07 TO 09,100,Model A,1997,415000
BUKIT PANJANG,4 ROOM,FAJAR RD,10 TO 12,84,Simplified,1989,385000
BUKIT PANJANG,4 ROOM,FAJAR RD,01 TO 03,93,Model A,2016,450000
BUKIT PANJANG,4 ROOM,FAJAR RD,07 TO 09,93,Model A,2016,505000
BUKIT PANJANG,4 ROOM,FAJAR RD,10 TO 12,93,Model A,2016,540000
BUKIT PANJANG,4 ROOM,FAJAR RD,04 TO 06,93,Model A,2016,480000
BUKIT PANJANG,4 ROOM,FAJAR RD,01 TO 03,93,Model A,2016,460000
BUKIT PANJANG,4 ROOM,FAJAR RD,01 TO 03,107,Model A,1988,415000
BUKIT PANJANG,4 ROOM,FAJAR RD,10 TO 12,104,Model A,1989,455000
BUKIT PANJANG,4 ROOM,GANGSA RD,04 TO 06,101,Model A,1997,505000
BUKIT PANJANG,4 ROOM,GANGSA RD,01 TO 03,88,Simplified,1987,410000
BUKIT PANJANG,4 ROOM,JELAPANG RD,16 TO 18,101,Model A,1998,470000
BUKIT PANJANG,4 ROOM,JELAPANG RD,07 TO 09,94,Model A2,1998,435000
BUKIT PANJANG,4 ROOM,JELAPANG RD,07 TO 09,103,Model A,1998,483800
BUKIT PANJANG,4 ROOM,JELAPANG RD,10 TO 12,101,Model A,1998,460000
BUKIT PANJANG,4 ROOM,JELAPANG RD,10 TO 12,102,Model A,1998,465000
BUKIT PANJANG,4 ROOM,JELEBU RD,25 TO 27,91,Premium Apartment,2003,638888
BUKIT PANJANG,4 ROOM,PENDING RD,01 TO 03,89,Simplified,1989,400000
BUKIT PANJANG,4 ROOM,PETIR RD,04 TO 06,104,Model A,1988,438000
BUKIT PANJANG,4 ROOM,PETIR RD,01 TO 03,103,Model A,1988,415000
BUKIT PANJANG,4 ROOM,PETIR RD,01 TO 03,108,Model A,1988,438888
BUKIT PANJANG,4 ROOM,PETIR RD,07 TO 09,104,Model A,1987,470000
BUKIT PANJANG,4 ROOM,SEGAR RD,04 TO 06,93,Model A,2014,485000
BUKIT PANJANG,4 ROOM,SEGAR RD,10 TO 12,95,Premium Apartment,2002,478000
BUKIT PANJANG,4 ROOM,SEGAR RD,13 TO 15,92,Model A,2015,505000
BUKIT PANJANG,4 ROOM,SEGAR RD,10 TO 12,92,Model A,2015,468000
BUKIT PANJANG,4 ROOM,SEGAR RD,04 TO 06,95,Premium Apartment,2002,427000
BUKIT PANJANG,4 ROOM,SEGAR RD,01 TO 03,92,Model A,2015,440000
BUKIT PANJANG,4 ROOM,SEGAR RD,07 TO 09,93,Premium Apartment,2012,485000
BUKIT PANJANG,4 ROOM,SEGAR RD,01 TO 03,91,Premium Apartment,2002,402000
BUKIT PANJANG,4 ROOM,SEGAR RD,10 TO 12,93,Premium Apartment,2015,490000
BUKIT PANJANG,4 ROOM,SENJA RD,25 TO 27,93,Model A,2013,540000
BUKIT PANJANG,4 ROOM,SENJA RD,22 TO 24,92,Model A,2015,540000
BUKIT PANJANG,4 ROOM,SENJA RD,10 TO 12,92,Model A,2015,530888
BUKIT PANJANG,4 ROOM,SENJA RD,07 TO 09,93,Model A,2015,500000
BUKIT PANJANG,4 ROOM,SENJA RD,07 TO 09,93,Model A,2013,480000
BUKIT PANJANG,4 ROOM,SENJA RD,16 TO 18,90,Model A2,1999,588000
BUKIT PANJANG,4 ROOM,SENJA RD,25 TO 27,93,Model A,2015,537000
BUKIT PANJANG,4 ROOM,SENJA RD,22 TO 24,92,Model A,2015,540000
BUKIT PANJANG,4 ROOM,SENJA RD,01 TO 03,95,Premium Apartment,2004,465000
BUKIT PANJANG,4 ROOM,SENJA RD,13 TO 15,90,Premium Apartment,2004,478000
BUKIT PANJANG,4 ROOM,SENJA RD,07 TO 09,93,Model A,2013,495000
BUKIT PANJANG,5 ROOM,BT PANJANG RING RD,01 TO 03,110,Improved,2002,535000
BUKIT PANJANG,5 ROOM,BT PANJANG RING RD,10 TO 12,111,Improved,2001,560000
BUKIT PANJANG,5 ROOM,BT PANJANG RING RD,01 TO 03,110,Improved,2002,548888
BUKIT PANJANG,5 ROOM,BT PANJANG RING RD,07 TO 09,128,Improved,1989,600000
BUKIT PANJANG,5 ROOM,FAJAR RD,07 TO 09,113,Improved,2016,585000
BUKIT PANJANG,5 ROOM,FAJAR RD,13 TO 15,122,Improved,1989,525000
BUKIT PANJANG,5 ROOM,GANGSA RD,04 TO 06,121,Improved,1998,615000
BUKIT PANJANG,5 ROOM,JELAPANG RD,19 TO 21,120,Improved,1999,700000
BUKIT PANJANG,5 ROOM,JELAPANG RD,04 TO 06,121,Improved,1998,565000
BUKIT PANJANG,5 ROOM,PETIR RD,10 TO 12,122,Improved,1988,558000
BUKIT PANJANG,5 ROOM,SEGAR RD,13 TO 15,111,Premium Apartment,2002,510000
BUKIT PANJANG,5 ROOM,SEGAR RD,10 TO 12,114,Premium Apartment,2002,488000
BUKIT PANJANG,5 ROOM,SEGAR RD,10 TO 12,111,Premium Apartment,2002,490000
BUKIT PANJANG,5 ROOM,SEGAR RD,10 TO 12,110,Premium Apartment,2002,518000
BUKIT PANJANG,5 ROOM,SEGAR RD,10 TO 12,112,Improved,2015,650000
BUKIT PANJANG,5 ROOM,SEGAR RD,10 TO 12,110,Premium Apartment,2002,460000
BUKIT PANJANG,5 ROOM,SEGAR RD,16 TO 18,112,Improved,2015,666888
BUKIT PANJANG,5 ROOM,SENJA RD,16 TO 18,110,Premium Apartment,2004,598000
BUKIT PANJANG,5 ROOM,SENJA RD,13 TO 15,110,Improved,2001,560000
BUKIT PANJANG,5 ROOM,SENJA RD,01 TO 03,110,Premium Apartment,2004,495000
BUKIT PANJANG,5 ROOM,SENJA RD,01 TO 03,110,Premium Apartment,2004,535000
BUKIT TIMAH,3 ROOM,EMPRESS RD,07 TO 09,65,Improved,1976,335000
BUKIT TIMAH,3 ROOM,EMPRESS RD,10 TO 12,65,Improved,1976,395000
BUKIT TIMAH,3 ROOM,QUEEN'S RD,04 TO 06,73,Improved,1974,455000
BUKIT TIMAH,4 ROOM,QUEEN'S RD,01 TO 03,89,Improved,1974,590000
BUKIT TIMAH,4 ROOM,TOH YI DR,07 TO 09,108,Model A,1989,828000
BUKIT TIMAH,5 ROOM,TOH YI DR,13 TO 15,122,Improved,1988,800000
CENTRAL AREA,3 ROOM,KELANTAN RD,04 TO 06,65,Improved,1977,388000
CENTRAL AREA,3 ROOM,QUEEN ST,04 TO 06,60,Improved,1979,430000
CENTRAL AREA,3 ROOM,QUEEN ST,19 TO 21,67,New Generation,1984,500000
CENTRAL AREA,3 ROOM,TG PAGAR PLAZA,10 TO 12,59,Improved,1977,450000
CENTRAL AREA,3 ROOM,TG PAGAR PLAZA,10 TO 12,59,Improved,1977,443000
CENTRAL AREA,3 ROOM,TG PAGAR PLAZA,04 TO 06,59,Improved,1977,430000
CENTRAL AREA,4 ROOM,BUFFALO RD,07 TO 09,82,Improved,1982,495000
CENTRAL AREA,4 ROOM,CANTONMENT RD,07 TO 09,93,Type S1,2011,925000
CENTRAL AREA,4 ROOM,CANTONMENT RD,40 TO 42,93,Type S1,2011,1068000
CENTRAL AREA,4 ROOM,CANTONMENT RD,43 TO 45,93,Type S1,2011,1125000
CENTRAL AREA,4 ROOM,CANTONMENT RD,10 TO 12,93,Type S1,2011,955000
CENTRAL AREA,4 ROOM,QUEEN ST,10 TO 12,97,New Generation,1984,740000
CENTRAL AREA,4 ROOM,ROWELL RD,07 TO 09,103,Model A,1983,658800
CENTRAL AREA,5 ROOM,CANTONMENT RD,07 TO 09,107,Type S2,2011,1088000
CENTRAL AREA,5 ROOM,CANTONMENT RD,49 TO 51,105,Type S2,2011,1260000
CENTRAL AREA,5 ROOM,ROWELL RD,25 TO 27,138,Model A,1984,895000
CHOA CHU KANG,3 ROOM,CHOA CHU KANG AVE 1,19 TO 21,67,Model A,2017,425000
CHOA CHU KANG,3 ROOM,CHOA CHU KANG AVE 1,16 TO 18,67,Model A,2017,420000
CHOA CHU KANG,3 ROOM,CHOA CHU KANG AVE 1,10 TO 12,67,Model A,2017,408000
CHOA CHU KANG,3 ROOM,CHOA CHU KANG AVE 1,16 TO 18,67,Model A,2017,418888
CHOA CHU KANG,3 ROOM,CHOA CHU KANG AVE 5,10 TO 12,68,Model A,2016,395000
CHOA CHU KANG,3 ROOM,CHOA CHU KANG AVE 5,13 TO 15,67,Model A,2013,330000
CHOA CHU KANG,3 ROOM,CHOA CHU KANG AVE 7,13 TO 15,68,Model A,2017,385000
CHOA CHU KANG,3 ROOM,KEAT HONG CL,04 TO 06,68,Model A,2017,400000
CHOA CHU KANG,3 ROOM,KEAT HONG CL,04 TO 06,67,Model A,2018,388000
CHOA CHU KANG,3 ROOM,KEAT HONG CL,04 TO 06,67,Model A,2018,388000
CHOA CHU KANG,3 ROOM,KEAT HONG CL,04 TO 06,67,Model A,2018,382888
CHOA CHU KANG,3 ROOM,TECK WHYE AVE,04 TO 06,74,Model A,1984,335000
CHOA CHU KANG,3 ROOM,TECK WHYE AVE,07 TO 09,79,Model A,1984,355000
CHOA CHU KANG,4 ROOM,CHOA CHU KANG AVE 1,10 TO 12,92,Model A,2017,500000
CHOA CHU KANG,4 ROOM,CHOA CHU KANG AVE 1,19 TO 21,92,Model A,2017,540000
CHOA CHU KANG,4 ROOM,CHOA CHU KANG AVE 1,04 TO 06,92,Model A,2017,470000
CHOA CHU KANG,4 ROOM,CHOA CHU KANG AVE 1,16 TO 18,92,Model A,2017,579000
CHOA CHU KANG,4 ROOM,CHOA CHU KANG AVE 1,01 TO 03,92,Model A,2017,475000
CHOA CHU KANG,4 ROOM,CHOA CHU KANG AVE 1,13 TO 15,92,Model A,2017,490000
CHOA CHU KANG,4 ROOM,CHOA CHU KANG AVE 1,07 TO 09,92,Model A,2017,500000
CHOA CHU KANG,4 ROOM,CHOA CHU KANG AVE 2,01 TO 03,104,Model A,1990,425000
CHOA CHU KANG,4 ROOM,CHOA CHU KANG AVE 2,01 TO 03,101,Premium Apartment,1999,410000
CHOA CHU KANG,4 ROOM,CHOA CHU KANG AVE 2,04 TO 06,104,Model A,1994,420000
CHOA CHU KANG,4 ROOM,CHOA CHU KANG AVE 2,13 TO 15,102,Premium Apartment,1999,439888
CHOA CHU KANG,4 ROOM,CHOA CHU KANG AVE 3,10 TO 12,112,Model A,1992,470000
CHOA CHU KANG,4 ROOM,CHOA CHU KANG AVE 3,04 TO 06,104,Model A,1992,470000
CHOA CHU KANG,4 ROOM,CHOA CHU KANG AVE 3,04 TO 06,103,Model A,1990,400000
CHOA CHU KANG,4 ROOM,CHOA CHU KANG AVE 3,13 TO 15,130,Model A,1992,535000
CHOA CHU KANG,4 ROOM,CHOA CHU KANG AVE 4,10 TO 12,104,Premium Apartment,2000,425000
CHOA CHU KANG,4 ROOM,CHOA CHU KANG AVE 4,01 TO 03,104,Model A,1992,438000
CHOA CHU KANG,4 ROOM,CHOA CHU KANG AVE 5,07 TO 09,92,Model A2,1999,400000
CHOA CHU KANG,4 ROOM,CHOA CHU KANG AVE 5,10 TO 12,92,Model A,2013,475000
CHOA CHU KANG,4 ROOM,CHOA CHU KANG AVE 5,13 TO 15,93,Model A,2016,500000
CHOA CHU KANG,4 ROOM,CHOA CHU KANG AVE 5,07 TO 09,93,Model A,2016,490000
CHOA CHU KANG,4 ROOM,CHOA CHU KANG AVE 5,04 TO 06,92,Model A,2013,460000
CHOA CHU KANG,4 ROOM,CHOA CHU KANG AVE 5,04 TO 06,93,Model A,2016,485000
CHOA CHU KANG,4 ROOM,CHOA CHU KANG AVE 7,10 TO 12,93,Model A,2017,543000
CHOA CHU KANG,4 ROOM,CHOA CHU KANG AVE 7,07 TO 09,93,Model A,2017,500000
CHOA CHU KANG,4 ROOM,CHOA CHU KANG AVE 7,07 TO 09,93,Model A,2017,528000
CHOA CHU KANG,4 ROOM,CHOA CHU KANG AVE 7,13 TO 15,93,Model A,2017,538000
CHOA CHU KANG,4 ROOM,CHOA CHU KANG AVE 7,16 TO 18,93,Model A,2017,563000
CHOA CHU KANG,4 ROOM,CHOA CHU KANG AVE 7,07 TO 09,93,Model A,2017,490000
CHOA CHU KANG,4 ROOM,CHOA CHU KANG CRES,01 TO 03,103,Premium Apartment,1999,410000
CHOA CHU KANG,4 ROOM,CHOA CHU KANG CRES,07 TO 09,102,Premium Apartment,1999,425000
CHOA CHU KANG,4 ROOM,CHOA CHU KANG CRES,07 TO 09,91,Model A,2003,425000
CHOA CHU KANG,4 ROOM,CHOA CHU KANG CRES,01 TO 03,106,Premium Apartment,1999,435000
CHOA CHU KANG,4 ROOM,CHOA CHU KANG CRES,13 TO 15,103,Premium Apartment,1999,442888
CHOA CHU KANG,4 ROOM,CHOA CHU KANG CRES,13 TO 15,85,Model A2,2002,405000
CHOA CHU KANG,4 ROOM,CHOA CHU KANG CRES,13 TO 15,91,Model A,2003,436000
CHOA CHU KANG,4 ROOM,CHOA CHU KANG CTRL,01 TO 03,108,Model A,1990,450000
CHOA CHU KANG,4 ROOM,CHOA CHU KANG CTRL,10 TO 12,113,Model A,1990,490000
CHOA CHU KANG,4 ROOM,CHOA CHU KANG CTRL,07 TO 09,104,Model A,1989,428000
CHOA CHU KANG,4 ROOM,CHOA CHU KANG DR,13 TO 15,90,Model A,2002,410000
CHOA CHU KANG,4 ROOM,CHOA CHU KANG ST 52,04 TO 06,106,Model A,1995,468888
CHOA CHU KANG,4 ROOM,CHOA CHU KANG ST 52,13 TO 15,92,Model A,2015,513000
CHOA CHU KANG,4 ROOM,CHOA CHU KANG ST 52,04 TO 06,92,Model A,2015,490000
CHOA CHU KANG,4 ROOM,CHOA CHU KANG ST 53,10 TO 12,109,Model A,1995,430000
CHOA CHU KANG,4 ROOM,CHOA CHU KANG ST 53,10 TO 12,114,Model A,1995,462000
CHOA CHU KANG,4 ROOM,CHOA CHU KANG ST 62,04 TO 06,108,Model A,1996,442000
CHOA CHU KANG,4 ROOM,CHOA CHU KANG ST 62,04 TO 06,107,Model A,1996,463000
CHOA CHU KANG,4 ROOM,CHOA CHU KANG ST 64,04 TO 06,100,Premium Apartment,1998,518000
CHOA CHU KANG,4 ROOM,CHOA CHU KANG ST 64,10 TO 12,100,Premium Apartment,1998,560000
CHOA CHU KANG,4 ROOM,JLN TECK WHYE,16 TO 18,100,Model A,1997,475000
CHOA CHU KANG,4 ROOM,KEAT HONG CL,07 TO 09,93,Model A,2017,485000
CHOA CHU KANG,4 ROOM,KEAT HONG CL,01 TO 03,92,Model A,2018,465000
CHOA CHU KANG,4 ROOM,KEAT HONG CL,10 TO 12,93,Model A,2017,528000
CHOA CHU KANG,4 ROOM,KEAT HONG CL,04 TO 06,93,Model A,2017,512000
CHOA CHU KANG,4 ROOM,KEAT HONG CL,07 TO 09,92,Model A,2018,490888
CHOA CHU KANG,4 ROOM,KEAT HONG CL,01 TO 03,92,Model A,2018,475000
CHOA CHU KANG,4 ROOM,KEAT HONG CL,07 TO 09,92,Model A,2018,497000
CHOA CHU KANG,4 ROOM,KEAT HONG CL,07 TO 09,93,Model A,2017,488000
CHOA CHU KANG,4 ROOM,KEAT HONG LINK,13 TO 15,92,Model A,2017,532000
CHOA CHU KANG,4 ROOM,KEAT HONG LINK,13 TO 15,92,Model A,2017,530000
CHOA CHU KANG,4 ROOM,TECK WHYE AVE,01 TO 03,103,Model A,1984,390000
CHOA CHU KANG,4 ROOM,TECK WHYE LANE,07 TO 09,106,Model A,1989,435000
CHOA CHU KANG,4 ROOM,TECK WHYE LANE,04 TO 06,103,Model A,1989,400000
CHOA CHU KANG,4 ROOM,TECK WHYE LANE,04 TO 06,91,New Generation,1981,363000
CHOA CHU KANG,5 ROOM,CHOA CHU KANG AVE 1,04 TO 06,112,Improved,2017,600000
CHOA CHU KANG,5 ROOM,CHOA CHU KANG AVE 1,07 TO 09,112,Improved,2017,610000
CHOA CHU KANG,5 ROOM,CHOA CHU KANG AVE 1,13 TO 15,112,Improved,2017,610000
CHOA CHU KANG,5 ROOM,CHOA CHU KANG AVE 1,07 TO 09,112,Improved,2017,630000
CHOA CHU KANG,5 ROOM,CHOA CHU KANG AVE 2,07 TO 09,123,Premium Apartment,1999,533000
CHOA CHU KANG,5 ROOM,CHOA CHU KANG AVE 4,10 TO 12,132,Model A,1992,558000
CHOA CHU KANG,5 ROOM,CHOA CHU KANG AVE 5,01 TO 03,113,Improved,2016,510000
CHOA CHU KANG,5 ROOM,CHOA CHU KANG AVE 5,10 TO 12,113,Improved,2016,578000
CHOA CHU KANG,5 ROOM,CHOA CHU KANG AVE 5,04 TO 06,115,Improved,1999,565000
CHOA CHU KANG,5 ROOM,CHOA CHU KANG AVE 5,13 TO 15,113,Improved,2016,588000
CHOA CHU KANG,5 ROOM,CHOA CHU KANG AVE 7,07 TO 09,113,Improved,2017,615000
CHOA CHU KANG,5 ROOM,CHOA CHU KANG AVE 7,16 TO 18,113,Improved,2017,648888
CHOA CHU KANG,5 ROOM,CHOA CHU KANG AVE 7,10 TO 12,113,Improved,2017,640000
